county,precinct,office,district,party,candidate,votes,advance,polling
Jefferson,Delaware,Voters,,,Registered,1302,,
Jefferson,East Fairview,Voters,,,Registered,745,,
Jefferson,Jefferson,Voters,,,Registered,774,,
Jefferson,Kaw,Voters,,,Registered,944,,
Jefferson,Kentucky,Voters,,,Registered,1116,,
Jefferson,Norton,Voters,,,Registered,543,,
Jefferson,Oskaloosa,Voters,,,Registered,1459,,
Jefferson,Ozawkie,Voters,,,Registered,1171,,
Jefferson,Rock Creek,Voters,,,Registered,1848,,
Jefferson,Rural,Voters,,,Registered,524,,
Jefferson,Sarcoxie,Voters,,,Registered,800,,
Jefferson,Union,Voters,,,Registered,1182,,
Jefferson,West Fairview,Voters,,,Registered,480,,
Jefferson,JEFFERSON KS,Voters,,,Registered,12888,,
Jefferson,Delaware,Voters,,,Cast,634,55,579
Jefferson,East Fairview,Voters,,,Cast,321,38,283
Jefferson,Jefferson,Voters,,,Cast,348,29,319
Jefferson,Kaw,Voters,,,Cast,578,51,527
Jefferson,Kentucky,Voters,,,Cast,605,52,553
Jefferson,Norton,Voters,,,Cast,290,16,274
Jefferson,Oskaloosa,Voters,,,Cast,707,96,611
Jefferson,Ozawkie,Voters,,,Cast,596,68,528
Jefferson,Rock Creek,Voters,,,Cast,974,78,896
Jefferson,Rural,Voters,,,Cast,294,48,246
Jefferson,Sarcoxie,Voters,,,Cast,457,50,407
Jefferson,Union,Voters,,,Cast,538,46,492
Jefferson,West Fairview,Voters,,,Cast,282,39,243
Jefferson,JEFFERSON KS,Voters,,,Cast,6624,666,5958
Jefferson,Delaware,US Senate,,R,Pat Roberts,326,28,298
Jefferson,East Fairview,US Senate,,R,Pat Roberts,145,13,132
Jefferson,Jefferson,US Senate,,R,Pat Roberts,211,17,194
Jefferson,Kaw,US Senate,,R,Pat Roberts,296,22,274
Jefferson,Kentucky,US Senate,,R,Pat Roberts,277,23,254
Jefferson,Norton,US Senate,,R,Pat Roberts,164,7,157
Jefferson,Oskaloosa,US Senate,,R,Pat Roberts,387,47,340
Jefferson,Ozawkie,US Senate,,R,Pat Roberts,315,33,282
Jefferson,Rock Creek,US Senate,,R,Pat Roberts,529,52,477
Jefferson,Rural,US Senate,,R,Pat Roberts,135,13,122
Jefferson,Sarcoxie,US Senate,,R,Pat Roberts,181,21,160
Jefferson,Union,US Senate,,R,Pat Roberts,293,30,263
Jefferson,West Fairview,US Senate,,R,Pat Roberts,162,18,144
Jefferson,JEFFERSON KS,US Senate,,R,Pat Roberts,3421,324,3097
Jefferson,Delaware,US Senate,,I,Greg Orman,272,25,247
Jefferson,East Fairview,US Senate,,I,Greg Orman,154,25,129
Jefferson,Jefferson,US Senate,,I,Greg Orman,119,12,107
Jefferson,Kaw,US Senate,,I,Greg Orman,249,24,225
Jefferson,Kentucky,US Senate,,I,Greg Orman,295,29,266
Jefferson,Norton,US Senate,,I,Greg Orman,111,9,102
Jefferson,Oskaloosa,US Senate,,I,Greg Orman,287,44,243
Jefferson,Ozawkie,US Senate,,I,Greg Orman,253,32,221
Jefferson,Rock Creek,US Senate,,I,Greg Orman,400,26,374
Jefferson,Rural,US Senate,,I,Greg Orman,154,32,122
Jefferson,Sarcoxie,US Senate,,I,Greg Orman,259,27,232
Jefferson,Union,US Senate,,I,Greg Orman,212,11,201
Jefferson,West Fairview,US Senate,,I,Greg Orman,113,20,93
Jefferson,JEFFERSON KS,US Senate,,I,Greg Orman,2878,316,2562
Jefferson,Delaware,US Senate,,L,Randall Batson,28,2,26
Jefferson,East Fairview,US Senate,,L,Randall Batson,18,0,18
Jefferson,Jefferson,US Senate,,L,Randall Batson,17,0,17
Jefferson,Kaw,US Senate,,L,Randall Batson,27,4,23
Jefferson,Kentucky,US Senate,,L,Randall Batson,28,0,28
Jefferson,Norton,US Senate,,L,Randall Batson,12,0,12
Jefferson,Oskaloosa,US Senate,,L,Randall Batson,27,2,25
Jefferson,Ozawkie,US Senate,,L,Randall Batson,24,2,22
Jefferson,Rock Creek,US Senate,,L,Randall Batson,37,0,37
Jefferson,Rural,US Senate,,L,Randall Batson,4,2,2
Jefferson,Sarcoxie,US Senate,,L,Randall Batson,11,2,9
Jefferson,Union,US Senate,,L,Randall Batson,29,5,24
Jefferson,West Fairview,US Senate,,L,Randall Batson,5,0,5
Jefferson,JEFFERSON KS,US Senate,,L,Randall Batson,267,19,248
Jefferson,East Fairview,US Senate,,,write-ins,1,0,1
Jefferson,Kaw,US Senate,,,write-ins,2,0,2
Jefferson,Kentucky,US Senate,,,write-ins,1,0,1
Jefferson,Oskaloosa,US Senate,,,write-ins,1,0,1
Jefferson,Union,US Senate,,,write-ins,1,0,1
Jefferson,JEFFERSON KS,US Senate,,,write-ins,7,1,6
Jefferson,Delaware,Congress 2,CD2,R,Lynn Jenkins,363,30,333
Jefferson,East Fairview,Congress 2,CD2,R,Lynn Jenkins,173,13,160
Jefferson,Jefferson,Congress 2,CD2,R,Lynn Jenkins,236,16,220
Jefferson,Kaw,Congress 2,CD2,R,Lynn Jenkins,333,25,308
Jefferson,Kentucky,Congress 2,CD2,R,Lynn Jenkins,327,27,300
Jefferson,Norton,Congress 2,CD2,R,Lynn Jenkins,199,11,188
Jefferson,Oskaloosa,Congress 2,CD2,R,Lynn Jenkins,442,53,389
Jefferson,Ozawkie,Congress 2,CD2,R,Lynn Jenkins,356,38,318
Jefferson,Rock Creek,Congress 2,CD2,R,Lynn Jenkins,598,57,541
Jefferson,Rural,Congress 2,CD2,R,Lynn Jenkins,143,14,129
Jefferson,Sarcoxie,Congress 2,CD2,R,Lynn Jenkins,200,21,179
Jefferson,Union,Congress 2,CD2,R,Lynn Jenkins,347,31,316
Jefferson,West Fairview,Congress 2,CD2,R,Lynn Jenkins,185,22,163
Jefferson,JEFFERSON KS,Congress 2,CD2,R,Lynn Jenkins,3902,358,3544
Jefferson,Delaware,Congress 2,CD2,D,Margie Wakefield,227,21,206
Jefferson,East Fairview,Congress 2,CD2,D,Margie Wakefield,128,24,104
Jefferson,Jefferson,Congress 2,CD2,D,Margie Wakefield,99,13,86
Jefferson,Kaw,Congress 2,CD2,D,Margie Wakefield,220,24,196
Jefferson,Kentucky,Congress 2,CD2,D,Margie Wakefield,243,24,219
Jefferson,Norton,Congress 2,CD2,D,Margie Wakefield,80,4,76
Jefferson,Oskaloosa,Congress 2,CD2,D,Margie Wakefield,228,35,193
Jefferson,Ozawkie,Congress 2,CD2,D,Margie Wakefield,217,27,190
Jefferson,Rock Creek,Congress 2,CD2,D,Margie Wakefield,321,20,301
Jefferson,Rural,Congress 2,CD2,D,Margie Wakefield,143,32,111
Jefferson,Sarcoxie,Congress 2,CD2,D,Margie Wakefield,237,27,210
Jefferson,Union,Congress 2,CD2,D,Margie Wakefield,166,11,155
Jefferson,West Fairview,Congress 2,CD2,D,Margie Wakefield,87,17,70
Jefferson,JEFFERSON KS,Congress 2,CD2,D,Margie Wakefield,2396,279,2117
Jefferson,Delaware,Congress 2,CD2,L,Chris Clemmons,37,4,33
Jefferson,East Fairview,Congress 2,CD2,L,Chris Clemmons,14,1,13
Jefferson,Jefferson,Congress 2,CD2,L,Chris Clemmons,11,0,11
Jefferson,Kaw,Congress 2,CD2,L,Chris Clemmons,21,2,19
Jefferson,Kentucky,Congress 2,CD2,L,Chris Clemmons,32,1,31
Jefferson,Norton,Congress 2,CD2,L,Chris Clemmons,8,1,7
Jefferson,Oskaloosa,Congress 2,CD2,L,Chris Clemmons,33,4,29
Jefferson,Ozawkie,Congress 2,CD2,L,Chris Clemmons,21,2,19
Jefferson,Rock Creek,Congress 2,CD2,L,Chris Clemmons,49,1,48
Jefferson,Rural,Congress 2,CD2,L,Chris Clemmons,7,1,6
Jefferson,Sarcoxie,Congress 2,CD2,L,Chris Clemmons,13,2,11
Jefferson,Union,Congress 2,CD2,L,Chris Clemmons,21,4,17
Jefferson,West Fairview,Congress 2,CD2,L,Chris Clemmons,9,0,9
Jefferson,JEFFERSON KS,Congress 2,CD2,L,Chris Clemmons,276,23,253
Jefferson,Kaw,Congress 2,CD2,,write-ins,1,,1
Jefferson,Union,Congress 2,CD2,,write-ins,1,,1
Jefferson,JEFFERSON KS,Congress 2,CD2,,write-ins,2,0,2
Jefferson,Delaware,Governor,,R,Sam Brownback,273,23,250
Jefferson,East Fairview,Governor,,R,Sam Brownback,145,12,133
Jefferson,Jefferson,Governor,,R,Sam Brownback,185,13,172
Jefferson,Kaw,Governor,,R,Sam Brownback,274,24,250
Jefferson,Kentucky,Governor,,R,Sam Brownback,239,22,217
Jefferson,Norton,Governor,,R,Sam Brownback,155,9,146
Jefferson,Oskaloosa,Governor,,R,Sam Brownback,342,47,295
Jefferson,Ozawkie,Governor,,R,Sam Brownback,291,32,259
Jefferson,Rock Creek,Governor,,R,Sam Brownback,473,50,423
Jefferson,Rural,Governor,,R,Sam Brownback,124,12,112
Jefferson,Sarcoxie,Governor,,R,Sam Brownback,163,20,143
Jefferson,Union,Governor,,R,Sam Brownback,260,27,233
Jefferson,West Fairview,Governor,,R,Sam Brownback,149,17,132
Jefferson,JEFFERSON KS,Governor,,R,Sam Brownback,3073,308,2765
Jefferson,Delaware,Governor,,D,Paul Davis,325,27,298
Jefferson,East Fairview,Governor,,D,Paul Davis,160,26,134
Jefferson,Jefferson,Governor,,D,Paul Davis,144,16,128
Jefferson,Kaw,Governor,,D,Paul Davis,275,25,250
Jefferson,Kentucky,Governor,,D,Paul Davis,330,30,300
Jefferson,Norton,Governor,,D,Paul Davis,115,4,111
Jefferson,Oskaloosa,Governor,,D,Paul Davis,336,48,288
Jefferson,Ozawkie,Governor,,D,Paul Davis,286,33,253
Jefferson,Rock Creek,Governor,,D,Paul Davis,454,27,427
Jefferson,Rural,Governor,,D,Paul Davis,163,34,129
Jefferson,Sarcoxie,Governor,,D,Paul Davis,281,28,253
Jefferson,Union,Governor,,D,Paul Davis,252,17,235
Jefferson,West Fairview,Governor,,D,Paul Davis,125,21,104
Jefferson,JEFFERSON KS,Governor,,D,Paul Davis,3246,336,2910
Jefferson,Delaware,Governor,,L,Keen Umbehr,28,2,26
Jefferson,East Fairview,Governor,,L,Keen Umbehr,12,0,12
Jefferson,Jefferson,Governor,,L,Keen Umbehr,19,0,19
Jefferson,Kaw,Governor,,L,Keen Umbehr,22,1,21
Jefferson,Kentucky,Governor,,L,Keen Umbehr,24,0,24
Jefferson,Norton,Governor,,L,Keen Umbehr,16,2,14
Jefferson,Oskaloosa,Governor,,L,Keen Umbehr,26,1,25
Jefferson,Ozawkie,Governor,,L,Keen Umbehr,17,3,14
Jefferson,Rock Creek,Governor,,L,Keen Umbehr,46,1,45
Jefferson,Rural,Governor,,L,Keen Umbehr,5,2,3
Jefferson,Sarcoxie,Governor,,L,Keen Umbehr,7,2,5
Jefferson,Union,Governor,,L,Keen Umbehr,20,2,18
Jefferson,West Fairview,Governor,,L,Keen Umbehr,6,0,6
Jefferson,JEFFERSON KS,Governor,,L,Keen Umbehr,248,16,232
Jefferson,Kaw,Governor,,,write-ins,2,,2
Jefferson,Kentucky,Governor,,,write-ins,10,,10
Jefferson,Oskaloosa,Governor,,,write-ins,1,,1
Jefferson,Rock Creek,Governor,,,write-ins,1,,1
Jefferson,Sarcoxie,Governor,,,write-ins,2,,2
Jefferson,Union,Governor,,,write-ins,1,,1
Jefferson,JEFFERSON KS,Governor,,,write-ins,17,0,17
Jefferson,Delaware,Secretary,,R,Kris Kobach,386,31,355
Jefferson,East Fairview,Secretary,,R,Kris Kobach,187,16,171
Jefferson,Jefferson,Secretary,,R,Kris Kobach,237,15,222
Jefferson,Kaw,Secretary,,R,Kris Kobach,344,27,317
Jefferson,Kentucky,Secretary,,R,Kris Kobach,346,23,323
Jefferson,Norton,Secretary,,R,Kris Kobach,202,12,190
Jefferson,Oskaloosa,Secretary,,R,Kris Kobach,433,56,377
Jefferson,Ozawkie,Secretary,,R,Kris Kobach,368,35,333
Jefferson,Rock Creek,Secretary,,R,Kris Kobach,634,55,579
Jefferson,Rural,Secretary,,R,Kris Kobach,150,17,133
Jefferson,Sarcoxie,Secretary,,R,Kris Kobach,205,24,181
Jefferson,Union,Secretary,,R,Kris Kobach,343,32,311
Jefferson,West Fairview,Secretary,,R,Kris Kobach,194,24,170
Jefferson,JEFFERSON KS,Secretary,,R,Kris Kobach,4029,367,3662
Jefferson,Delaware,Secretary,,D,Jean Schodorf,232,24,208
Jefferson,East Fairview,Secretary,,D,Jean Schodorf,126,21,105
Jefferson,Jefferson,Secretary,,D,Jean Schodorf,107,14,93
Jefferson,Kaw,Secretary,,D,Jean Schodorf,227,22,205
Jefferson,Kentucky,Secretary,,D,Jean Schodorf,251,29,222
Jefferson,Norton,Secretary,,D,Jean Schodorf,82,4,78
Jefferson,Oskaloosa,Secretary,,D,Jean Schodorf,258,37,221
Jefferson,Ozawkie,Secretary,,D,Jean Schodorf,221,32,189
Jefferson,Rock Creek,Secretary,,D,Jean Schodorf,330,23,307
Jefferson,Rural,Secretary,,D,Jean Schodorf,141,31,110
Jefferson,Sarcoxie,Secretary,,D,Jean Schodorf,246,26,220
Jefferson,Union,Secretary,,D,Jean Schodorf,184,14,170
Jefferson,West Fairview,Secretary,,D,Jean Schodorf,86,15,71
Jefferson,JEFFERSON KS,Secretary,,D,Jean Schodorf,2491,292,2199
Jefferson,Kaw,Secretary,,,write-ins,1,,1
Jefferson,Kentucky,Secretary,,,write-ins,2,,2
Jefferson,Oskaloosa,Secretary,,,write-ins,3,,3
Jefferson,JEFFERSON KS,Secretary,,,write-ins,6,0,6
Jefferson,Delaware,Attorney,,R,Derek Schmidt,398,36,362
Jefferson,East Fairview,Attorney,,R,Derek Schmidt,187,14,173
Jefferson,Jefferson,Attorney,,R,Derek Schmidt,237,17,220
Jefferson,Kaw,Attorney,,R,Derek Schmidt,377,29,348
Jefferson,Kentucky,Attorney,,R,Derek Schmidt,367,29,338
Jefferson,Norton,Attorney,,R,Derek Schmidt,209,14,195
Jefferson,Oskaloosa,Attorney,,R,Derek Schmidt,474,63,411
Jefferson,Ozawkie,Attorney,,R,Derek Schmidt,389,39,350
Jefferson,Rock Creek,Attorney,,R,Derek Schmidt,670,58,612
Jefferson,Rural,Attorney,,R,Derek Schmidt,157,16,141
Jefferson,Sarcoxie,Attorney,,R,Derek Schmidt,220,28,192
Jefferson,Union,Attorney,,R,Derek Schmidt,350,33,317
Jefferson,West Fairview,Attorney,,R,Derek Schmidt,199,23,176
Jefferson,JEFFERSON KS,Attorney,,R,Derek Schmidt,4324,399,3835
Jefferson,Delaware,Attorney,,D,A J Kotich,223,19,204
Jefferson,East Fairview,Attorney,,D,A J Kotich,124,24,100
Jefferson,Jefferson,Attorney,,D,A J Kotich,108,12,96
Jefferson,Kaw,Attorney,,D,A J Kotich,183,20,163
Jefferson,Kentucky,Attorney,,D,A J Kotich,228,23,205
Jefferson,Norton,Attorney,,D,A J Kotich,75,2,73
Jefferson,Oskaloosa,Attorney,,D,A J Kotich,217,31,186
Jefferson,Ozawkie,Attorney,,D,A J Kotich,198,27,171
Jefferson,Rock Creek,Attorney,,D,A J Kotich,290,20,270
Jefferson,Rural,Attorney,,D,A J Kotich,133,31,102
Jefferson,Sarcoxie,Attorney,,D,A J Kotich,224,22,202
Jefferson,Union,Attorney,,D,A J Kotich,173,13,160
Jefferson,West Fairview,Attorney,,D,A J Kotich,77,13,64
Jefferson,JEFFERSON KS,Attorney,,D,A J Kotich,2253,257,1996
Jefferson,East Fairview,Attorney,,,write-ins,1,,1
Jefferson,Kaw,Attorney,,,write-ins,1,,1
Jefferson,Kentucky,Attorney,,,write-ins,2,,2
Jefferson,Oskaloosa,Attorney,,,write-ins,1,,1
Jefferson,Sarcoxie,Attorney,,,write-ins,1,,1
Jefferson,JEFFERSON KS,Attorney,,,write-ins,6,0,6
Jefferson,Delaware,Treasurer,,R,Ron Estes,412,32,380
Jefferson,East Fairview,Treasurer,,R,Ron Estes,178,14,164
Jefferson,Jefferson,Treasurer,,R,Ron Estes,238,15,223
Jefferson,Kaw,Treasurer,,R,Ron Estes,358,30,328
Jefferson,Kentucky,Treasurer,,R,Ron Estes,372,30,342
Jefferson,Norton,Treasurer,,R,Ron Estes,210,13,197
Jefferson,Oskaloosa,Treasurer,,R,Ron Estes,480,64,416
Jefferson,Ozawkie,Treasurer,,R,Ron Estes,397,45,352
Jefferson,Rock Creek,Treasurer,,R,Ron Estes,665,56,609
Jefferson,Rural,Treasurer,,R,Ron Estes,153,18,135
Jefferson,Sarcoxie,Treasurer,,R,Ron Estes,221,29,192
Jefferson,Union,Treasurer,,R,Ron Estes,361,33,328
Jefferson,West Fairview,Treasurer,,R,Ron Estes,200,23,177
Jefferson,JEFFERSON KS,Treasurer,,R,Ron Estes,4245,402,3843
Jefferson,Delaware,Treasurer,,D,Carmen Alldritt,206,22,184
Jefferson,East Fairview,Treasurer,,D,Carmen Alldritt,132,23,109
Jefferson,Jefferson,Treasurer,,D,Carmen Alldritt,107,14,93
Jefferson,Kaw,Treasurer,,D,Carmen Alldritt,202,20,182
Jefferson,Kentucky,Treasurer,,D,Carmen Alldritt,223,22,201
Jefferson,Norton,Treasurer,,D,Carmen Alldritt,73,2,71
Jefferson,Oskaloosa,Treasurer,,D,Carmen Alldritt,210,30,180
Jefferson,Ozawkie,Treasurer,,D,Carmen Alldritt,185,20,165
Jefferson,Rock Creek,Treasurer,,D,Carmen Alldritt,288,22,266
Jefferson,Rural,Treasurer,,D,Carmen Alldritt,137,29,108
Jefferson,Sarcoxie,Treasurer,,D,Carmen Alldritt,220,20,200
Jefferson,Union,Treasurer,,D,Carmen Alldritt,163,13,150
Jefferson,West Fairview,Treasurer,,D,Carmen Alldritt,74,15,59
Jefferson,JEFFERSON KS,Treasurer,,D,Carmen Alldritt,2220,252,1968
Jefferson,Kaw,Treasurer,,,write-ins,1,0,1
Jefferson,Kentucky,Treasurer,,,write-ins,1,0,1
Jefferson,Oskaloosa,Treasurer,,,write-ins,1,0,1
Jefferson,Ozawkie,Treasurer,,,write-ins,1,0,1
Jefferson,JEFFERSON KS,Treasurer,,,write-ins,4,0,4
Jefferson,Delaware,Insurance,,R,Ken Selzer,365,31,334
Jefferson,East Fairview,Insurance,,R,Ken Selzer,158,12,146
Jefferson,Jefferson,Insurance,,R,Ken Selzer,225,15,210
Jefferson,Kaw,Insurance,,R,Ken Selzer,331,26,305
Jefferson,Kentucky,Insurance,,R,Ken Selzer,329,24,305
Jefferson,Norton,Insurance,,R,Ken Selzer,188,12,176
Jefferson,Oskaloosa,Insurance,,R,Ken Selzer,438,56,382
Jefferson,Ozawkie,Insurance,,R,Ken Selzer,358,37,321
Jefferson,Rock Creek,Insurance,,R,Ken Selzer,579,52,527
Jefferson,Rural,Insurance,,R,Ken Selzer,143,15,128
Jefferson,Sarcoxie,Insurance,,R,Ken Selzer,200,25,175
Jefferson,Union,Insurance,,R,Ken Selzer,334,30,304
Jefferson,West Fairview,Insurance,,R,Ken Selzer,181,17,164
Jefferson,JEFFERSON KS,Insurance,,R,Ken Selzer,3829,352,3477
Jefferson,Delaware,Insurance,,D,Dennis Anderson,240,23,217
Jefferson,East Fairview,Insurance,,D,Dennis Anderson,148,26,122
Jefferson,Jefferson,Insurance,,D,Dennis Anderson,113,13,100
Jefferson,Kaw,Insurance,,D,Dennis Anderson,224,24,200
Jefferson,Kentucky,Insurance,,D,Dennis Anderson,263,28,235
Jefferson,Norton,Insurance,,D,Dennis Anderson,86,4,82
Jefferson,Oskaloosa,Insurance,,D,Dennis Anderson,246,37,209
Jefferson,Ozawkie,Insurance,,D,Dennis Anderson,220,28,192
Jefferson,Rock Creek,Insurance,,D,Dennis Anderson,357,24,333
Jefferson,Rural,Insurance,,D,Dennis Anderson,145,31,114
Jefferson,Sarcoxie,Insurance,,D,Dennis Anderson,236,23,213
Jefferson,Union,Insurance,,D,Dennis Anderson,187,16,171
Jefferson,West Fairview,Insurance,,D,Dennis Anderson,90,20,70
Jefferson,JEFFERSON KS,Insurance,,D,Dennis Anderson,2555,297,2258
Jefferson,Kaw,Insurance,,,write-ins,1,0,1
Jefferson,Oskaloosa,Insurance,,,write-ins,1,0,1
Jefferson,Ozawkie,Insurance,,,write-ins,1,0,1
Jefferson,Rock Creek,Insurance,,,write-ins,1,0,1
Jefferson,Sarcoxie,Insurance,,,write-ins,1,0,1
Jefferson,JEFFERSON KS,Insurance,,,write-ins,6,1,5
Jefferson,Delaware,State Rep 47,H047,R,R Gonzalez,355,31,324
Jefferson,East Fairview,State Rep 47,H047,R,R Gonzalez,202,16,186
Jefferson,Jefferson,State Rep 47,H047,R,R Gonzalez,229,19,210
Jefferson,Kaw,State Rep 47,H047,R,R Gonzalez,406,34,372
Jefferson,Kentucky,State Rep 47,H047,R,R Gonzalez,469,39,430
Jefferson,Norton,State Rep 47,H047,R,R Gonzalez,183,12,171
Jefferson,Oskaloosa,State Rep 47,H047,R,R Gonzalez,494,65,429
Jefferson,Ozawkie,State Rep 47,H047,R,R Gonzalez,369,37,332
Jefferson,Rock Creek,State Rep 47,H047,R,R Gonzalez,624,56,568
Jefferson,Rural,State Rep 47,H047,R,R Gonzalez,179,21,158
Jefferson,Sarcoxie,State Rep 47,H047,R,R Gonzalez,231,26,205
Jefferson,Union,State Rep 47,H047,R,R Gonzalez,356,34,322
Jefferson,West Fairview,State Rep 47,H047,R,R Gonzalez,195,19,176
Jefferson,JEFFERSON KS,State Rep 47,H047,R,R Gonzalez,4292,409,3883
Jefferson,Delaware,State Rep 47,H047,D,B Sirridege,257,24,233
Jefferson,East Fairview,State Rep 47,H047,D,B Sirridege,110,21,89
Jefferson,Jefferson,State Rep 47,H047,D,B Sirridege,107,10,97
Jefferson,Kaw,State Rep 47,H047,D,B Sirridege,158,17,141
Jefferson,Kentucky,State Rep 47,H047,D,B Sirridege,125,13,112
Jefferson,Norton,State Rep 47,H047,D,B Sirridege,90,3,87
Jefferson,Oskaloosa,State Rep 47,H047,D,B Sirridege,194,29,165
Jefferson,Ozawkie,State Rep 47,H047,D,B Sirridege,219,30,189
Jefferson,Rock Creek,State Rep 47,H047,D,B Sirridege,321,21,300
Jefferson,Rural,State Rep 47,H047,D,B Sirridege,110,26,84
Jefferson,Sarcoxie,State Rep 47,H047,D,B Sirridege,214,23,191
Jefferson,Union,State Rep 47,H047,D,B Sirridege,164,12,152
Jefferson,West Fairview,State Rep 47,H047,D,B Sirridege,74,18,56
Jefferson,JEFFERSON KS,State Rep 47,H047,D,B Sirridege,2143,247,1896
Jefferson,Delaware,State Rep 47,H047,,write-ins,1,0,1
Jefferson,Jefferson,State Rep 47,H047,,write-ins,1,0,1
Jefferson,Kaw,State Rep 47,H047,,write-ins,2,0,2
Jefferson,West Fairview,State Rep 47,H047,,write-ins,1,0,1
Jefferson,JEFFERSON KS,State Rep 47,H047,,write-ins,5,0,5
